refArea,State of public parks - bad ,State of the lighting network - bad,State of the lighting network - acceptable,Observation URI,references,State of the lighting network - good,publisher,State of public parks - good,Town,Existence of public parks - exists ,State of public parks - acceptable ,dataset
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mina+,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mina ,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Minie,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Minie,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Minyara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Minyara,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Miriata,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Miriata,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Miyeh+ou+Miyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Miyeh ou Miyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Miziara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Miziara,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mjaydel+Jezzine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mjaydel Jezzine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mlikh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mlikh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mohtaqra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mohtaqra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Moqaylbeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Moqaylbeh,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Moqraq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Moqraq,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Moshrea,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Moshrea,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Motel,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Motel,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mouanse,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mouanse,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Moukhtara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Moukhtara,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mounjez,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mounjez,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mounsef,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mounsef,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mqaiteaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Mqaiteaa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrah+El-Hbasse,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mrah El-Hbasse,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrah+Es-Sfire,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mrah Es-Sfire,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrah+Es-Srayj,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Mrah Es-Srayj,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrah+Ez+Ziyat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mrah Ez Ziyat,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrah+Kwakh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mrah Kwakh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mraijat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mraijat,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrayjat+Zahleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mrayjat Zahleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mristi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mristi,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mrouj,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mrouj,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mtayleb,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Mtayleb,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mtolleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mtolleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Mzraat+Kefraya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mzraat Kefraya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Nabatiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabatiyeh+El-Faouka,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nabatiyeh El-Faouka,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nabay,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabha+Ed-Damdoum,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nabha Ed-Damdoum,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabha+Mehfara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nabha Mehfara,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabha+Qoudam,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Nabha Qoudam,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabi+Ayla,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Nabi Ayla,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabi+Chit,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nabi Chit,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nabi+Osmane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nabi Osmane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nahleh+Baalbek,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nahleh Baalbek,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nahmeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nahmeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nahr+Ibrahim,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Nahr Ibrahim,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Najjariyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Najjariyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nakhleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nakhleh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Naoura+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Naoura El-Faouqa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nasriyet+Zahleh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Nasriyet Zahleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nfisseh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Nfisseh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Niha+El-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Niha El-Chouf,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Niha+Zahleh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Niha Zahleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nimrine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nimrine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Nmairiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Nmairiyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouada,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouada,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Baanqoudaine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Baanqoudaine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Banhlay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Banhlay,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Chahine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Chahine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Chahrour+El+Aaoulia,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Chahrour El Aaoulia,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Chahrour+Es-Soufla,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Chahrour Es-Soufla,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Ed-Deir,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Ed-Deir,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+El-Haour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi El-Haour,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+El-Karm+El-Matn,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi El-Karm El-Matn,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+El-Laymoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi El-Laymoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Es-Sitt,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Es-Sitt,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hermel_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Faara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Faara,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Khaled,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ouadi Khaled,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Nakhleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Nakhleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouadi+Qannoubine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Qannoubine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouardaniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ouardaniyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouarhaniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouarhaniyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ouata+El-Jaouz,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouata El-Jaouz,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaa+Baalbek,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaa Baalbek,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaa+Er-Rim,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaa Er-Rim,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaaqaaiyet+Ej-Jisr,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaaqaaiyet Ej-Jisr,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaaqaiyet+Es-Snaoubar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaaqaiyet Es-Snaoubar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaaqour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaaqour,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qabaait,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qabaait,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qabb+Elias,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qabb Elias,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qabrikha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qabrikha,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qachlaq,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qachlaq,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qahmez,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qahmez,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qalaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qalaa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qalamoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qalamoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qalaouiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
